fx,fy,mx,my
169.0584415584416,180.27922077922074,276.2792207792208,369.7857142857142
299.96753246753246,146.61688311688306,314.92857142857144,227.65584415584408
506.92857142857144,121.68181818181813,495.7077922077922,167.81168831168827
205.21428571428572,246.35714285714278,702.6688311688312,288.7467532467532
612.9025974025974,376.01948051948045,514.4090909090909,388.4870129870129
