fx,fy,mx,my
286.25324675324674,231.39610389610385,190.25324675324674,397.21428571428567
390.98051948051943,317.42207792207785,281.26623376623377,420.90259740259734
127.91558441558442,324.90259740259734,368.538961038961,357.31818181818176
499.4480519480519,129.16233766233756,433.37012987012986,424.6428571428571
642.8246753246754,240.12337662337654,501.9415584415584,395.9675324675324
