fx,fy,mx,my
265.90000000000003,138.0,269.1,140.4
333.90000000000003,141.20000000000002,318.70000000000005,139.60000000000002
265.1,210.0,259.5,204.4
337.90000000000003,210.0,333.90000000000003,214.8
212.3,11.600000000000023,211.5,15.600000000000023
