fx,fy,mx,my
341.43548387096774,128.51612903225805,336.59677419354836,130.12903225806446
480.14516129032256,131.74193548387092,479.3387096774194,130.12903225806446
305.9516129032258,268.83870967741933,305.9516129032258,276.9032258064516
493.04838709677415,276.9032258064516,487.4032258064516,279.3225806451613
418.8548387096774,193.83870967741933,418.0483870967742,218.83870967741933
