fx,fy,mx,my
74.73225806451613,120.98225806451615,73.0967741935484,126.70645161290321
41.20483870967743,122.61774193548388,37.11612903225807,121.80000000000001
109.89516129032258,196.21451612903226,107.44193548387098,204.39193548387098
83.72741935483872,206.84516129032258,75.55,207.66290322580645
191.6693548387097,148.78548387096777,194.1225806451613,148.78548387096777
