fx,fy,mx,my
70.91935483870967,177.23870967741934,76.47419354838709,179.61935483870968
117.73870967741934,169.30322580645162,113.77096774193546,174.85806451612902
431.98387096774184,168.50967741935483,454.9967741935483,169.30322580645162
364.5322580645161,170.09677419354838,355.00967741935483,170.09677419354838
228.04193548387096,168.50967741935483,232.0096774193548,164.54193548387096
